price,area,bedrooms,bathrooms,stories,parking,mainroad_yes,guestroom_yes,basement_yes,hotwaterheating_yes,airconditioning_yes,prefarea_yes,furnishingstatus_semi-furnished,furnishingstatus_furnished
1.875,-0.933515997689316,-0.9766495373224019,-0.013684922397870303,0.5848522652903408,1.8857805036355777,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
2.299,-0.5569978634471219,-0.2857451482892941,-0.16108096017801635,1.3794330510666744,-0.6282717686746895,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1.177,-0.3705548001889292,-0.15137748493720016,-0.203999318103403,0.5848522652903408,0.3943037604209514,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1.696,-0.5149402667381169,-0.02976689463928793,-0.10786480338822377,1.8561815225324745,-0.22648259273469246,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1.308,0.2819432834216172,0.19059777921822543,-0.09464967366932324,-0.6864769919517926,0.5700313340738292,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.574,0.19072198793137204,-0.1756745970737301,-0.2714290063852998,0.4259361081350742,0.4614157985999399,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.941,-1.2831888574364005,-0.958419367028923,-0.19638143868824698,-0.6070189133741593,-0.12581453546620966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.727,-0.8828258029073739,-0.2566454480923591,-0.08431902150052073,0.18756187240217417,-0.3324489688067796,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
5.00001,2.4591476827681342,0.8404642185300677,-0.16410147486394164,0.5053941867127075,-0.08872630384097917,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0
0.958,-0.6072143180909152,0.24772500246647414,0.2557545998962017,-0.5275608347965259,-0.33333202194071365,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.975,-1.2083905534019872,-0.5827791053234171,-0.19721426151819987,1.1410588153337744,-0.28741325897614256,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.788,-0.8487165129606461,0.653862251834897,0.8609375070545602,-0.8453931491070593,-1.0406575822218953,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
2.92,0.8140060963560639,0.5398726860609141,-0.04539307707739563,1.8561815225324745,-0.621207343603217,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
0.425,-1.6030687262732262,-0.1531860958637276,0.5345540911959623,-1.0837673848399594,-1.1307290018831695,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1.875,-0.19306016176243995,-0.6786268876487903,-0.22074656094465836,1.3794330510666744,-0.45519335442361386,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
2.182,0.004489475845690268,-0.288485387099125,0.10358224702853584,-0.5275608347965259,-0.5434986678170198,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.875,-0.7277548643532699,0.2719807182631863,0.2798573285713402,0.028645715246907483,-0.35894056282480136,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1.463,-0.6048456174001702,-0.02522333337243797,-0.030060492238042556,0.2670199509798075,-0.17791467036831918,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1.374,0.10544876306455332,0.34452570959278556,0.2867338442217565,-2.1167224063491927,-0.05075501908181461,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2.767,-0.5504181393061636,-0.36299910001644925,-0.06174183958667146,0.8232265010232409,-0.27593356823499976,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
1.805,-0.7152270695888856,-0.606159334780221,-0.12939796362871986,0.6643103438679743,-0.5081765424596575,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1.553,-0.2255903179153374,-0.2841795425112119,-0.16174344630368942,0.18756187240217417,0.4066665042960282,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2.76,-0.14810748643141308,0.21741609155480934,0.04425392871991308,0.5053941867127075,-0.49228158604884437,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0
0.758,-0.9784160352272151,-0.016255647000234342,-0.03257492909774756,-0.9248512276846926,0.0905334823476349,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.676,-0.35823755659705536,-0.2821447448306375,-0.1661490472872919,1.8561815225324745,2.0358995364043677,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2.937,0.6354060642738937,0.3416805504436187,-0.09766464071267679,-1.004309306262326,1.4301250865256032,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0
2.254,-1.5267439262381106,-1.1605583288018773,-0.21392944797633573,-0.05081236333072586,-0.546147827218822,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
5.00001,3.856839003687047,0.7442439725648292,-0.1372223371540934,0.2670199509798075,1.1855193684258687,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0
2.239,0.03649325406731112,-0.13686323103016784,-0.12689758856116137,0.18756187240217417,0.041965559981261634,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
0.893,0.07628742567182659,0.3097322940142184,0.15868315967753524,0.5053941867127075,-0.6680091597017223,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2.945,1.1308329731914852,0.11052616561027642,-0.1327978500727893,1.0616007367561409,-0.5408495084152176,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
1.958,-0.12726292035285758,-0.3476674278880689,-0.09986191716323296,-0.28918659906362587,-0.01896510626018847,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1.678,-0.33360306941330786,-0.3893607460317105,-0.17855220885110565,-0.9248512276846926,1.4018673862397133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.379,-0.5416276278538434,-0.14157507978446734,-0.08382312324253487,1.299974972489041,-0.07459745369803422,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1.592,-0.3552898401819061,-0.433755547288542,-0.1192851627093152,0.028645715246907483,0.4879073926179617,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.771,-0.39876865730535804,-0.2737147113562059,-0.07496120959272241,-0.28918659906362587,-0.9090826652657205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.731,0.09565813354280737,-0.055507999954965755,-0.27936191088905243,1.8561815225324745,0.225640611839546,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1.817,-0.7721285239598924,-0.7341399817476396,-0.024896859939976607,1.3794330510666744,0.834947274254047,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
2.657,0.31810544730032353,0.08352858403705665,-0.40029258303346693,1.1410588153337744,-0.6556464158266454,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0
0.967,-0.4583020013327483,-0.061344007733741227,-0.0995363182025026,0.18756187240217417,-0.5576275179599648,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1.642,-0.6331647501028543,-0.14258855644217142,0.011519316143362811,0.4259361081350742,0.14704888291941473,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2.5,-0.3313922821019459,-0.1132443799448436,-0.00868573825239136,1.8561815225324745,-0.23089785840436275,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
4.347,2.5731611426826584,0.8055597198091702,-0.1411347918472507,-1.957806249193926,1.3630130483466147,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0
5.00001,3.932795339170269,1.0856736952680874,-0.32960363941281884,-1.957806249193926,-0.5258376051383387,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0
0.926,-1.4014133408011382,-0.08467177123134123,-0.10106504503032064,0.8232265010232409,-0.8393214676849298,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2.42,-0.5679465244176763,-0.12130963228596583,-0.31277007057753636,1.6178072867995743,-0.8508011584260725,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
2.348,-0.4973592438334763,-0.4555146177612637,-0.005676705509588691,-0.20972852048599255,0.05874356952600877,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1.688,-0.9568345400448719,-0.6398743616486513,0.2876132943334506,1.1410588153337744,-0.6759566379071288,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1.544,-0.2968092520170693,-0.3260597452686011,-0.18440037756471991,1.6972653653772076,-0.37571857236954853,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.64,-1.116274415428572,0.018333531434946836,0.7902071944149733,-0.9248512276846926,-0.6997990725233484,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
0.8,-0.3549213756300124,1.762439138964001,4.412951103080597,-0.8453931491070593,-0.9761947034447089,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
3.222,0.9595495943540603,-0.34064441547935337,0.004459372845159588,-1.8783481706162928,0.3395544661170397,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0
3.704,0.771790586267676,0.11344576994283669,-0.21534422454425345,0.9026845796008742,-0.37748467863741664,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0
1.813,-0.27885976456053524,-0.6383115488861761,0.10998400063593318,-1.6399739348833928,0.8508422306648601,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1.142,-0.9963128848906214,-0.18482108781273318,-0.30838849256267725,1.6178072867995743,-0.47373747023622914,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1.125,-1.4329960166777378,-0.9993674205994738,0.027436773289946342,0.5848522652903408,-0.2626877712259889,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1.581,0.5884531528040157,0.6554550653299727,0.03688006990337891,-1.6399739348833928,3.8717670018532777,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
2.777,0.8024257818679777,-0.11599627195722909,-0.09162432767746398,0.6643103438679743,-0.07018218802836391,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0
1.542,-1.116274415428572,-0.21128772187842199,0.5873079061459168,-0.1302704419083592,-0.9806099691143793,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
1.05,-1.390727868796222,-0.9491043737075348,-0.23064265898721853,-0.05081236333072586,-0.12316537606440749,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2.865,0.721574131623883,-0.1083078756141547,-0.15953089357302394,-1.3221416205728593,5.973433460616339,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0
1.902,-0.5772634138012732,-0.12730870632980248,0.02277986018735873,-0.5275608347965259,0.3925376541530833,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.631,-1.095482487143144,-0.41756185786322175,0.16329686789628112,0.4259361081350742,-0.5117087549953937,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1.899,-0.33718243934598896,-0.25450275998590516,-0.009921738019957672,-0.44810275621889256,0.22475755870561195,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.571,-0.8071326563897903,0.21892387912308298,0.2761087959365513,-0.6070189133741593,0.1081945450263161,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2.821,-0.10905024393068508,0.06121790538190162,-0.16155371986780717,0.5848522652903408,-0.471971363968361,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0
3.5,0.4464363869455731,0.3898563105344825,0.32694230332839885,-0.1302704419083592,-0.7792738545774137,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0
1.739,-0.6813283308146688,-0.8077053948118703,-0.1869819584421273,-0.05081236333072586,1.53167619692802,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2.188,-0.6207422309247254,-0.2354073367278813,-0.16353063814179386,1.8561815225324745,-0.5090595955935915,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
2.25,0.6433543710361713,0.0823136624638006,-0.203999318103403,0.9821426581785077,-0.8216604050062486,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
1.012,-0.18832276038094983,0.11983706065204042,-0.2143432033877078,-0.28918659906362587,-0.22383343333289027,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.647,0.9798151447082116,0.5601819381305867,-0.20794352856695106,-0.8453931491070593,0.19914901782152422,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1.32,-0.7478098635349106,-0.7293436160041125,-0.11506568370501219,1.0616007367561409,-0.20705542378814315,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2.455,-0.47383015030540976,-0.328735200811435,0.024338089888937885,-0.44810275621889256,-0.28123188703860413,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2.542,-0.4889898347261775,-0.5445245408749362,-0.03142178220764047,0.8232265010232409,-0.2300148052704287,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
3.015,0.8030047975923821,0.593363045561627,-0.13495202638917647,-0.44810275621889256,1.9149212570554017,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0
1.885,0.5427635483692016,0.31162691225382805,0.02108362568307024,-0.9248512276846926,-1.1298459487492354,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
1.84,-0.43461499442529866,-0.3982677984038369,-0.05124783737964578,-0.20972852048599255,1.9166873633232697,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1.018,-1.2556066538375037,-0.057913864386216214,0.21803120149623414,1.299974972489041,-1.11130183293662,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2.207,1.468504416105462,0.9685882929472397,-0.12361255246537667,0.028645715246907483,-0.5002290642542508,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
5.00001,1.6622114948152724,0.4087087221456578,-0.15351719853406837,1.299974972489041,-0.8923046557209733,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0
2.022,0.2819432834216172,-0.3494475773802825,-0.11225355297304714,-1.5605158563057595,1.4663302650168997,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
3.878,0.4957579991061961,0.17962718072457182,-0.08713960144211089,0.4259361081350742,0.08435211041009649,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0
1.142,-1.1504889809615548,-0.509603975606043,-0.16563290723070892,1.2205168939114077,-0.6706583191035244,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.475,-0.9978393808913237,-1.0626028508763363,-0.8370450975028589,1.8561815225324745,-1.0883424514543345,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1.548,0.5944538612205696,0.41885972690384093,-0.1006449051402267,-0.6864769919517926,-0.0313278501352653,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
4.442,1.3560174521916397,0.20985234447564005,-0.36083498417083576,1.1410588153337744,-0.36600498789627384,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0
5.00001,-0.4485640096041301,-0.49452882308763807,-0.4930613178291819,-0.9248512276846926,-0.8755266461762262,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1.038,-0.6575886861140914,0.025095604623892945,-0.0995363182025026,-1.7194320134610261,-0.045456700278210256,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.675,-0.6429027418314724,-0.928349256499536,0.04698799531488354,-0.9248512276846926,-0.9700133315071705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.568,-0.17079437526943728,-0.08179075353293869,-0.24175552761032879,-0.765935070529426,0.01635701909717391,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.35,0.5756621690739928,0.6779735199468506,0.11027872840696537,0.6643103438679743,-1.1722324991780702,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
0.756,-0.7447042337403783,-0.30211676614675503,-0.056154231619453675,-0.05081236333072586,-0.5426156146830857,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.931,-0.30612614140066624,0.2562385666810438,0.00701594169641581,0.028645715246907483,-0.5938326964512612,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1.686,-0.06530823784159474,0.006998890457791511,-0.14180534679398277,0.028645715246907483,0.6088856719669279,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
3.988,0.9759725858098921,0.9097302162995738,0.15757177312662335,0.8232265010232409,0.314828978366886,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0
3.365,1.778488379834286,0.8777906974627658,-0.22784285028417348,-1.7988900920386595,1.7312462051971174,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0
2.309,0.5539753983053944,-0.2748716474800718,0.08334061013464783,-1.6399739348833928,-0.8746435930422921,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
2.528,-0.1572664624356271,-0.42102768385434297,-0.03816535290386637,-0.765935070529426,1.2385025564619123,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
3.618,-0.1797428001011404,-0.6886280578783565,-0.13378092960346336,0.5848522652903408,0.4296258857783138,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
2.984,-0.5652093591750378,-0.5504960046401411,-0.1441754042426299,0.7437684224456076,-0.4825680015755697,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
1.115,-0.5405222341981625,-0.2886070332145146,-0.09553353035583279,-0.6070189133741593,0.523229517975324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.514,-0.3102318892646242,-0.1116810539981582,-0.26299283159582537,0.34647802955744084,-0.030444797001331243,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1.006,-1.027105993870306,-0.1613162584245044,0.11858722848712441,-0.1302704419083592,1.0963310018985286,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2.356,1.1262008473962506,0.5493984156273745,-0.14901162825328737,-1.004309306262326,-0.23972838974370334,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
2.427,0.36416351628703136,0.13545049548357452,-0.08482126439586415,0.4259361081350742,-0.35894056282480136,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
0.668,-1.3755155465823263,-0.6230514192869087,0.08991479376062997,-0.20972852048599255,0.48172602068042325,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
5.00001,0.5944538612205696,-0.08249426243079735,0.05871044309315832,1.0616007367561409,-0.7828060671131499,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0
3.74,2.3132357202182443,0.728449031714885,-0.15808947108813204,-1.957806249193926,2.0562097584848513,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0
2.3,0.22025178987599298,-0.13308577944565925,0.04626136737347098,1.8561815225324745,0.014590912829305792,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1.411,-0.14573878574066826,-0.28190145760973273,0.05091844541315651,1.3794330510666744,-0.680371903576799,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1.703,1.520352642336213,0.7810553392315116,-0.21335697929186492,-1.957806249193926,1.4972371247045917,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
2.415,0.4793350076503643,0.12617722103557055,-0.10115154441945767,-0.6070189133741593,0.3854732290816108,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
0.603,-1.1753340193178132,-0.1806999093353273,0.16887905262720013,-0.20972852048599255,0.01724007223110797,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
4.2,-0.12284134573013342,0.5708704460005527,-0.03949817471107142,1.8561815225324745,-0.37218635983381226,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0
2.247,0.2401488756782506,0.4930290903700996,-0.04071370040116251,0.5053941867127075,-0.8207773518723145,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
1.515,-0.4308777111132345,-0.1989767004058534,-0.3041647895273676,0.7437684224456076,-0.08342798503737481,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.821,-0.25148811213414896,0.4961885990810188,-0.02603464116379706,0.8232265010232409,-0.8984860276585117,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1.042,-0.5021492830080939,-0.33982456715389703,-0.11090435054465934,0.4259361081350742,-0.38808131624462533,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3.614,1.2445306063472437,0.2023876624024637,-0.19259308784395346,1.2205168939114077,-0.8057654485954355,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0
1.875,-0.9048810382278657,-1.0828121120988385,-0.1438414589499461,1.8561815225324745,-0.46843915143262477,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
2.953,0.4834407555143225,0.24122494200538583,-0.02240270898135594,-0.5275608347965259,-0.11345179159113283,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0
2.162,0.6262997260628076,0.09365559478255191,-0.33588385547828964,-0.36864467764125924,-0.6406345125497663,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
0.663,-1.244500079487566,-0.4216210398486306,-0.1573832813287746,1.0616007367561409,0.4004851323584898,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.98,0.6345638595838511,0.1966526017852669,-0.061421439860282354,-1.4015996991504927,-0.5832360588440525,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1.75,-1.448418890064144,-0.7516911397609144,0.07519010255481841,-1.5605158563057595,-0.6097276528620743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.6,0.0761295122924435,-0.46578466839052035,-0.06610180789987406,-0.28918659906362587,-0.2529741867527142,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1.226,-1.3405114141524288,-0.8562401579558471,-0.2424356131489072,-0.765935070529426,1.5025354435081961,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.357,0.4116954434813137,0.09235856427521834,-0.15492600187088695,0.2670199509798075,-0.38808131624462533,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0
1.732,2.032518369468402,0.7407579435254027,-0.24521323603305506,-0.8453931491070593,-0.5991310152548656,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
2.332,0.6345112217907235,0.27413903796193545,-0.11793569250528955,0.5053941867127075,0.358981635063589,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
0.842,0.10350116471883002,-0.017022057135063884,-0.2524290498607385,0.5053941867127075,-0.5249545520044046,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
0.96,-0.38429326419525,0.02251074660129342,-0.01020979379744714,-0.6864769919517926,-0.7916365984524906,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.796,-0.9353056826556567,0.06682793669068562,0.05479298165109171,0.8232265010232409,-0.7828060671131499,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
4.466,1.3435949330135104,-0.028739592546212583,-0.24842358332441733,0.9821426581785077,-0.6000140683887997,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0
1.807,-0.01272308250705657,-0.11883300044356279,-0.06848493107599642,-0.9248512276846926,2.6434400925510007,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1.019,-0.8865630862194381,0.15740753554723902,0.7020892614404867,-0.9248512276846926,-0.4649069388968885,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
0.774,-1.1393297688184898,-0.19623068050148698,-0.10266430633512863,1.299974972489041,-0.5108257018614596,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
5.00001,0.6956763374050714,0.39392486759365697,0.37438588195031686,1.2205168939114077,-0.6008971215227337,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
2.434,0.9902374277474896,0.351314979473923,-0.17857579282631655,-0.1302704419083592,-0.3430456064139883,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
1.414,0.4866516608951101,0.3787107756998826,-0.08002462446336263,-0.5275608347965259,1.6376425730001072,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
2.13,-0.06462394653093503,-0.13940981268802757,-0.0043902885630341965,-0.9248512276846926,0.25566441839330406,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
5.00001,1.0336109692846862,0.47278611639760537,-0.31152301736445703,-1.0837673848399594,-0.9099657183996545,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0
2.48,1.14020250036821,0.4778828588292324,-0.054494579378835256,-0.5275608347965259,0.1496980423212169,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
1.606,-0.041568593141017345,0.06066364688484374,0.016633259167184982,0.5848522652903408,0.4464038953230609,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1.435,1.2563741098009684,0.7786503083175947,-0.2204848852752638,-1.0837673848399594,-0.4702052577004929,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
2.0,-0.751389233467592,-1.0356035993027346,-0.21238958688271994,0.6643103438679743,-0.37748467863741664,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1.019,-0.6768541183988172,-0.6181219566330917,-0.1206194282128972,1.8561815225324745,-0.05517028475148491,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2.209,0.526024730154604,0.09421946925862623,-0.2575774114119507,-0.765935070529426,-0.06135165668902332,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
2.538,1.7523273966498363,5.674356470257069,3.746206345349201,-1.242683541995226,-0.5699902618350416,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0
1.516,-1.5476937679029217,-1.0486925801647438,-0.12178558051905829,-0.36864467764125924,-0.7916365984524906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
